Species,Genus,Family,Population,Longitude,Latitude,Average Female adult weight (g),SD Female adult weight (g),Sample Size Female adult weight,Mean F SVL adults (mm),SD F SVL adults (mm),Sample size Mean F SVL adults,F SVL at maturity (mm),Offspring SVL (mm),Mean Clutch Size,Sample size Clutch Size.,Mode of reproduction,Clutches per year,Clutch Frequency,RCM,Foraging Mode,Distribution,Prefered Habitat Type,Source
Chondrodactylus angulifer,Chondrodactylus,Gekkonidae,"Africa-T, 1969-1970",22.26,-26.28,23.33,2.248,3,96.7,1.247,3,79,17,2,3,Oviparous,NA,NA,0.1023,Sit and wait,Temperate,Terrestrial,(Pianka and Huey 1978)
Chondrodactylus angulifer,Chondrodactylus,Gekkonidae,"Africa-X, 1969-1970",21.4,-27.34,18.5,NA,1,89,NA,1,79,17,2,1,Oviparous,NA,NA,0.108,Sit and wait,Temperate,Terrestrial,(Pianka and Huey 1978)
Chondrodactylus bibroni,Chondrodactylus,Gekkonidae,"Africa, 1969-1970",21.09,-26.55,12.08,3.186,5,75,6.26,5,63,30,2,8,Oviparous,NA,1,0.106,Sit and wait,Temperate,Arboreal,(Pianka and Huey 1978)
Colopus wahlbergi,Colopus,Gekkonidae,"Africa, 1969-1970",21.25,-27.03,4.07,0.97,27,58.59,1.992,37,56,25,2,2,Oviparous,NA,1,0.082,Sit and wait,Temperate,Terrestrial,(Pianka and Huey 1978)
Cyrtodactylus malayanus,Cyrtodactylus,Gekkonidae,"Nanga Tekalit, Sarawak",113.64,1.62,NA,NA,NA,107.7,NA,NA,97.9,NA,1.97,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Arboreal,(Inger and Greenberg 1966)
Cyrtodactylus pubisculus,Cyrtodactylus,Gekkonidae,"Kapit District, Sarawak",112.94,2.02,NA,NA,NA,73.3,NA,NA,68.9,NA,1.93,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Arboreal,(Inger and Greenberg 1966)
Gehyra mutilata,Gehyra,Gekkonidae,"Bandung, Java",107.61,-6.91,NA,NA,NA,52.5,NA,NA,50,NA,2,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Saxicolous,(Church 1962)
Gehyra oceanica,Gehyra,Gekkonidae,American Samoa,-170.7,-14.31,NA,NA,NA,NA,NA,NA,70,29,1.96,NA,Oviparous,NA,NA,NA,Sit and wait,Tropical,Arboreal,(Schwaner 1980)
Gehyra purpurascens,Gehyra,Gekkonidae,Australia,123.09,-27.89,4.416,0.805,250,56.2,2.766,250,50,24,1.29,14,Oviparous,NA,1,0.071,Sit and wait,Temperate,Arboreal,(Pianka and Pianka 1976)
Gehyra variegata,Gehyra,Gekkonidae,"Baradine, New South Wales",149.07,-30.95,NA,NA,NA,52.5,NA,NA,45,24,1,NA,Oviparous,2,2,0.25,Sit and wait,Temperate,Arboreal,(Bustard 1968)
Gehyra variegata,Genyra,Gekkonidae,"Baradine, New South Wales",149.07,-30.95,NA,NA,NA,52.5,NA,NA,NA,NA,1,NA,Oviparous,2,2,NA,Sit and wait,Temperate,Arboreal,(Bustard 1968)
Gehyra variegata,Gehyra,Gekkonidae,Australia,123.09,-27.89,4.28,0.887,107,55.2,2.81,107,51,23,1,1,Oviparous,NA,1,0.082,Sit and wait,Temperate,Arboreal,(Pianka and Pianka 1976)
Hemidactylus brasilianus,Hemidactylus,Gekkonidae,"Catimbau, 2013",-37.25,-8.59,4.35,0.91,9,52.05,3.46,9,49.05,32.69,2,3,Oviparous,1,1,0.074,Sit and wait,Tropical,Saxicolous,Present work
Hemidactylus brasilianus,Hemidactylus,Gekkonidae,"Chapada Diamantina, 2013",-41.58,-12.51,3.83,0.66,9,49.98,1.98,9,47.58,21.44,1.778,9,Oviparous,1,1,0.128,Sit and wait,Tropical,Saxicolous,Present work
Hemidactylus brasilianus,Hemidactylus,Gekkonidae,"Raso da Catarina, 2012",-38.67,-9.67,4.43,0.15,3,53.25,1.5,3,51.25,30.24,2,3,Oviparous,1,1,0.078,Sit and wait,Tropical,Saxicolous,Present work
Hemidactylus frenatus,Hemidactylus,Gekkonidae,"Bandung, Java",107.61,-6.91,NA,NA,NA,51.4,NA,NA,44,NA,2,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Arboreal,(Church 1962)
Hemidactylus frenatus,Hemidactylus,Gekkonidae,American Samoa,-170.7,-14.31,NA,NA,NA,NA,NA,NA,40,20.5,2,NA,Oviparous,NA,NA,NA,Sit and wait,Tropical,Arboreal,(Schwaner 1980)
Hemidactylus mabouia,Hemidactylus,Gekkonidae,"Exu, 1977",-39.71,-7.51,NA,NA,NA,57.9,NA,NA,NA,NA,2,2,Oviparous,1,1,NA,Sit and wait,Tropical,Saxicolous,"(Vitt 1986, Vitt 1995)"
Hemidactylus mabouia,Hemidactylus,Gekkonidae,"Cemex, Para, 95",-54.83,-3.15,5.267,0.72,7,65.5,1.9,7,64,50,1.714,7,Oviparous,1,1,0.069,Sit and wait,Tropical,Saxicolous,"(Vitt 1986, Vitt 1995)"
Hemidactylus palaichthus,Hemidactylus,Gekkonidae,Roraima 1993,-62.43,2,6.55,1.87,6,63.5,5.13,6,55,37,2,6,Oviparous,1,1,0.085,Sit and wait,Tropical,Saxicolous,Present work
Hemidactylus platyurus,Hemidactylus,Gekkonidae,"Bandung, Java",107.61,-6.91,NA,NA,NA,54.8,NA,NA,50,NA,2,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Saxicolous,(Church 1962)
Heteronotia binoei,Heteronotia,Gekkonidae,"Baradine, New South Wales",149.07,-30.95,NA,NA,NA,45,NA,NA,39,18,2,NA,Oviparous,1,1,0.099,Sit and wait,Temperate,Arboreal,"(Bustard 1968, 1970)"
Heteronotia binoei,Heteronotia,Gekkonidae,Australia,123.09,-27.89,2.84,0.632,37,48.467,3.766,30,43,28,2,8,Oviparous,NA,1,0.089,Sit and wait,Temperate,Terrestrial,(Pianka 2013a)
Lepidodactylus lugubris,Lepidodactylus,Gekkonidae,American Samoa,-170.7,-14.31,NA,NA,NA,NA,NA,NA,35,17.1,2,NA,Oviparous,NA,NA,NA,Sit and wait,Tropical,Terrestrial,(Schwaner 1980)
Lygodactylus klugei,Lygodactylus,Gekkonidae,"Exu, 1977",-39.71,-7.51,NA,NA,NA,28.85,NA,NA,NA,NA,2,94,Oviparous,NA,2,NA,Sit and wait,Tropical,Arboreal,"(Vitt 1986, Vitt 1995)"
Lygodactylus klugei,Lygodactylus,Gekkonidae,"Exu, 1977",-40.17,-7.42,NA,NA,NA,29.7,NA,NA,25.5,14,2,NA,Oviparous,2,2,0.169,Sit and wait,Tropical,Arboreal,"(Vitt 1986, Vitt 1995)"
Lygodactylus klugei,Lygodactylus,Gekkonidae,"ESEC Serido, 2013",-37.4,-6.66,0.775,0.14,16,28.778,0.96,16,26.63,12.92,1.812,16,Oviparous,1,1,0.146,Sit and wait,Tropical,Arboreal,Present work
Lygodactylus klugei,Lygodactylus,Gekkonidae,"Santa Quiteria, 2011",-40.15,-4.33,0.46,0.55,9,28.4,0.99,9,27,13.21,2,3,Oviparous,1,1,0.064,Sit and wait,Tropical,Arboreal,Present work
Lygodactylus picturatus,Lygodactylus,Gekkonidae,Lokori,36.03,1.95,NA,NA,NA,NA,NA,NA,28,13,2,NA,Oviparous,NA,NA,NA,Sit and wait,Tropical,Arboreal,(Greer 1967)
Lygodactylus somalicus,Lygodactylus,Gekkonidae,Lokori,36.03,1.95,NA,NA,NA,NA,NA,NA,24.5,11.5,2,NA,Oviparous,NA,2,NA,Sit and wait,Tropical,Arboreal,(Greer 1967)
Nactus pelagicus,Nactus,Gekkonidae,American Samoa,-170.7,-14.31,NA,NA,NA,NA,NA,NA,55,NA,1.8,NA,Oviparous,NA,NA,NA,Sit and wait,Tropical,Terrestrial,(Schwaner 1980)
Pachydactylus capensis,Pachydactylus,Gekkonidae,"Africa, 1969-1970",21.25,-27.03,5.2,1,3,62.3,4.5,3,58,25,2,3,Oviparous,NA,1,0.111,Sit and wait,Temperate,Terrestrial,(Pianka and Huey 1978)
Ptenopus garrulus,Ptenopus,Gekkonidae,"Africa, 1969-1970",21.25,-27.03,3.53,1.1,15,50.6,3.14,20,46,25,1,14,Oviparous,NA,1,0.088,Sit and wait,Temperate,Terrestrial,(Hibbitts et al. 2005)
Acratosaura mentalis,Acratosaura,Gymnophthalmidae,"Catimbau, 2013",-37.25,-8.59,2.283,0.41,6,52.517,3.12,6,48.87,47,1.6,5,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Alopoglossus angulatus,Alopoglossus,Gymnophthalmidae,"Acre, 1996",-72.78,-8.26,4.571,0.699319397,7,59.6,1.902379462,7,56,24.5,2,7,Oviparous,1,1,0.091,Active,Tropical,Terrestrial,Present work
Alopoglossus atriventris,Alopoglossus,Gymnophthalmidae,"Rio Ituxi, 1997",-65.72,-8.33,2.05,0.07,2,46,0,2,46,26.6,2,2,Oviparous,1,1,0.113,Active,Tropical,Terrestrial,Present work
Anotosaura vanzolinia,Anotosaura,Gymnophthalmidae,"Catimbau, 2013",-37.25,-8.59,1.12,0.22,5,44.204,4.41,5,38.53,32.62,2,5,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Anotosaura vanzolinia,Anotosaura,Gymnophthalmidae,"Raso da Catarina, 2012",-38.67,-9.67,1.175,0.24,8,48.252,2.32,8,45.39,32.19,1.875,8,Oviparous,1,1,0.111,Active,Tropical,Terrestrial,Present work
Arthrosaura reticulata,Arthrosaura,Gymnophthalmidae,"Brazil, Amazonas, 1998-1999",-59.9,-3.52,2.03,0.99,2,45.58,9.33,2,27.5,57.5,NA,NA,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Cercosaura argulus,Cercosaura,Gymnophthalmidae,"Brazil, Amazonas, 1998-1999",-59.9,-3.52,0.75,NA,NA,36.5,NA,NA,36,25.6,NA,NA,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Cercosaura eigenmanni,Cercosaura,Gymnophthalmidae,PEGM 1998,-64.56,-10.32,2.244,0.18,9,48.456,2.37,9,45.8,18.7,2,9,Oviparous,1,1,0.1,Active,Tropical,Terrestrial,Present work
Cercosaura ocellata,Cercosaura,Gymnophthalmidae,"Acre, 1996",-72.78,-8.26,4.02,0.521536192,5,57.6,2.701851217,5,53,26,2,3,Oviparous,1,1,0.095,Active,Tropical,Terrestrial,Present work
Cercosaura ocellata,Cercosaura,Gymnophthalmidae,"Chapada Diamantina, 2013",-41.58,-12.51,2.086,0.22,7,46.426,1.67,7,43.34,20.23,2.286,7,Oviparous,2,2,0.1,Active,Tropical,Terrestrial,Present work
Colobosaura modesta,Colobosaura,Gymnophthalmidae,"Jalapao, 2002-2004",-47.07,-10.37,1.9,0.42,2,49,2.82,2,47,27,2,3,Oviparous,2,2,NA,Active,Tropical,Terrestrial,Present work
Colobosaura modesta,Colobosaura,Gymnophthalmidae,"Paracatu, 2000",-46.88,-17.22,2.4,0.15,4,49.6,0.5,4,45,40,2,5,Oviparous,1,1,0.26,Active,Tropical,Terrestrial,Present work
Dryadosaura nordestina,Dryadosaura,Gymnophthalmidae,Joao Pessoa,-34.86,-7.12,NA,NA,NA,43.373,NA,NA,32.16,41.62,2,6,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Dryadosaura nordestina,Dryadosaura,Gymnophthalmidae,"Mamanguape, 2009-2010",-35.12,-6.83,NA,NA,NA,31.361,10.21,11,20.15,20.15,2,10,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Dryadosaura nordestina,Dryadosaura,Gymnophthalmidae,"Rio Tinto, 2009-2010",-35.08,-6.8,1.025,0.33,8,43.694,7.01,8,29.87,18.54,3,7,Oviparous,1,1,0.56,Active,Tropical,Terrestrial,Present work
Gymnophthalmus speciosus,Gymnophthalmus,Gymnophthalmidae,Panama,-79.53,8.99,NA,NA,NA,41.5,NA,NA,37,18,1.83,NA,Oviparous,2,2,NA,Active,Tropical,Fossorial,(Telford 1971)
Gymnophthalmus speciosus,Gymnophthalmus,Gymnophthalmidae,"Nicaragua, 1991, Volc_n Mombacho",-85.99,11.84,1.062,0.32,8,41.846,2.78,8,39,39,2,8,Oviparous,1,1,0.201,Active,Tropical,Terrestrial,Present work
Iphisa elegans,Iphisa,Gymnophthalmidae,"Acre, 1996",-72.78,-8.26,2.65,0.212132034,2,55,1.414213562,2,54,27,2,2,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Leposoma oswadoi,Leposoma,Gymnophthalmidae,PEGM 1998,-64.56,-10.32,0.875,0.22,5,33.425,3.77,5,32.8,23,1.75,4,Oviparous,1,1,0.135,Active,Tropical,Terrestrial,Present work
Leposoma percarinatum,Leposoma,Gymnophthalmidae,"Cemex, Para, 95",-54.83,-3.15,0.728,0.19,18,33.11,3.3,18,24,16.3,1.789,19,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Leposoma percarinatum,Leposoma,Gymnophthalmidae,PEGM 1998,-64.56,-10.32,0.783,0.03,2,33.567,1.13,2,33,14.8,2,3,Oviparous,1,1,0.127,Active,Tropical,Terrestrial,Present work
Leposoma percarinatum,Leposoma,Gymnophthalmidae,"Roraima 1991, Catrimani",-62.29,1.74,0.733,0.09,3,33.4,0.61,3,32.7,24.3,2,3,Oviparous,1,1,0.192,Active,Tropical,Terrestrial,Present work
Leposoma rugiceps,Leposoma,Gymnophthalmidae,Panama,-79.53,8.99,NA,NA,NA,NA,NA,NA,37,18.1,2.17,NA,Oviparous,1,1,NA,Active,Tropical,Terrestrial,(Telford 1971)
Micrablepharus atticolus,Micrablepharus,Gymnophthalmidae,Ilha do Bananal,-50.33,-11.34,NA,NA,NA,38.05,NA,NA,NA,NA,1.9,13,Oviparous,NA,2,NA,Active,Tropical,Terrestrial,(Vieira et al. 2000)
Micrablepharus atticolus,Micrablepharus,Gymnophthalmidae,"Pimenta Bueno, 2001",-61.19,-11.67,1,0.19,46,37.82,1.29,46,35,30,2,46,Oviparous,2,2,0.217,Active,Tropical,Terrestrial,Present work
Micrablepharus atticolus,Micrablepharus,Gymnophthalmidae,"Vilhena, 1998-1999",-60.13,-12.74,0.792,0.14,12,35.36,1.25,12,33,18,1.75,12,Oviparous,2,2,0.192,Active,Tropical,Terrestrial,Present work
Micrablepharus maximiliani,Micrablepharus,Gymnophthalmidae,"Alto Araguaia, 1989",-53.22,-17.31,NA,NA,NA,37,0.6,6,NA,NA,2,6,Oviparous,1,1,NA,Active,Tropical,Terrestrial,(Vitt 1991)
Micrablepharus maximiliani,Micrablepharus,Gymnophthalmidae,Alvorada,-46.49,-14.48,0.975,0.1,5,39.25,0.5,5,39,31,2,4,Oviparous,1,1,0.176,Active,Tropical,Terrestrial,Present work
Micrablepharus maximiliani,Micrablepharus,Gymnophthalmidae,"Catimbau, 2013",-37.25,-8.59,1.217,0.29,13,40.695,2.11,13,37.17,23.21,1.5,2,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Micrablepharus maximiliani,Micrablepharus,Gymnophthalmidae,"Mamanguape, 2009-2010",-35.12,-6.83,1.24,0.21,28,39.893,1.69,28,36,22,1.929,28,Oviparous,2,2,0.164,Active,Tropical,Terrestrial,Present work
Micrablepharus maximiliani,Micrablepharus,Gymnophthalmidae,"Sao Domingos, 2003-2004",-46.33,-13.39,1.225,0.38,4,40,4.32,4,34,34,3,4,Oviparous,2,2,0.242,Active,Tropical,Terrestrial,Present work
Micrablepharus maximiliani,Micrablepharus,Gymnophthalmidae,"Santa Quiteria, 2011",-40.15,-4.33,1.76,0.24,4,44.698,1.86,4,42,41,2.25,4,Oviparous,1,1,0.139,Active,Tropical,Terrestrial,Present work
Potamites ecpleopus,Potamites,Gymnophthalmidae,"Tingo Maria, Peru",-76,-9.3,NA,NA,NA,56.6,NA,NA,50,21.5,2,NA,Oviparous,NA,2,NA,Active,Tropical,Terrestrial,(Sherbrooke 1975)
Potamites ecpleopus,Potamites,Gymnophthalmidae,"Porto Walter, 1996",-72.74,-8.27,NA,NA,NA,60.75,NA,NA,NA,NA,2,8,Oviparous,NA,2,NA,Active,Tropical,Aquatic,(Vitt et al. 1998)
Potamites ecpleopus,Potamites,Gymnophthalmidae,"Acre, 1996",-72.78,-8.26,NA,NA,NA,59.857,NA,NA,53,26,2,7,Oviparous,1,1,NA,Active,Tropical,Aquatic,(Vitt and þvila-Pires 1998)
Potamites ecpleopus,Potamites,Gymnophthalmidae,"Cemex, Para, 95",-54.83,-3.15,4,0.45,5,56,2.61,5,53,NA,2,3,Oviparous,1,1,NA,Active,Tropical,Aquatic,Present work
Potamites juruazensis,Potamites,Gymnophthalmidae,Porto Walter,-72.74,-8.27,NA,NA,NA,33.27,NA,NA,NA,NA,2,11,Oviparous,NA,2,NA,Active,Tropical,Terrestrial,(Vitt et al. 1998)
Potamites juruazensis,Potamites,Gymnophthalmidae,"Acre, 1996",-72.78,-8.26,NA,NA,NA,53.455,NA,NA,48,24,2,11,Oviparous,1,1,NA,Active,Tropical,Aquatic,(Vitt and þvila-Pires 1998)
Psilophthalmus paeminosus,Psilophthalmus,Gymnophthalmidae,"Raso da Catarina, 2012",-38.67,-9.67,0.65,0.12,8,34.614,2.48,8,32.3,26.06,1.857,7,Oviparous,1,1,0.141,Active,Tropical,Fossorial,Present work
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,"Exu, 1977",-39.71,-7.51,NA,NA,NA,34.83,NA,NA,NA,NA,2,45,Oviparous,1,1,NA,Active,Tropical,Terrestrial,"(Vitt 1982b, Vitt 1995)"
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,"Exu, 1977",-40.17,-7.42,NA,NA,NA,35.9,NA,NA,31,NA,2,NA,Oviparous,2,2,0.161,Active,Tropical,Terrestrial,(Vitt and Ballinger 1982)
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,Aquidauana,-55.79,-20.47,NA,NA,NA,33.26,NA,NA,31.04,28.85,2,6,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,"Catimbau, 2013",-37.25,-8.59,NA,NA,NA,32.179,1.65,14,29.11,25.39,2,13,Oviparous,2,2,NA,Active,Tropical,Terrestrial,"(Vitt 1982b, Vitt 1995)"
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,"ESEC Serido, 2013",-37.4,-6.66,0.9,0.14,7,34.403,2.2,7,19.16,16.17,1.714,7,Oviparous,1,1,0.12,Active,Tropical,Terrestrial,(Vitt 1982b)
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,"Jalapao, 2002-2004",-46.42,-10.55,NA,NA,NA,33.195,NA,NA,31.31,28,2,5,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,"Monte Alegre de Sergipe, 2010-2011",-37.56,-10.03,NA,NA,NA,32.788,2.31,4,29.83,20.17,2.25,4,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,Sao Joao do Cariri,-36.53,-7.38,NA,NA,NA,33.523,NA,NA,30.2,21.59,1.75,4,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Vanzosaura rubricauda,Vanzosaura,Gymnophthalmidae,Serranopolis,-51.96,-18.31,NA,NA,NA,32.476,NA,NA,30.69,27.87,2,8,Oviparous,1,1,NA,Active,Tropical,Terrestrial,Present work
Heloderma suspectum,Heloderma,Helodermatidae,"Pima, Arizona",-109.83,32.9,NA,NA,NA,270,NA,NA,239,165.3,5.7,12,Oviparous,1,1,NA,Active,Temperate,Terrestrial,(Goldberg and Lowe 1997)
Enyalioides cofanorun,Enyalioides,Hoplocercidae,"Santa Cecilia, Ecuador",-79.94,-2.16,27.9,NA,NA,104,NA,NA,91,NA,3,4,Oviparous,1,1,NA,Sit and wait,Tropical,Arboreal,(Cisneros-Heredia 2005)
Ctenosaura similis,Ctenosaura,Iguanidae,"Puntarenas province, Costa Rica",-83.34,9.22,NA,NA,NA,276,NA,NA,200,57,43.4,NA,Oviparous,1,1,NA,Sit and wait,Tropical,Saxicolous,(Fitch and Henderson 1978)
Cyclura carinata,Cyclura,Iguanidae,Turks and Caicos island,-71.97,21.93,NA,NA,NA,225,NA,NA,190,80,4.3,NA,Oviparous,1,1,NA,Sit and wait,Tropical,Saxicolous,(Iverson 1979)
Dipsosaurus dorsalis,Dipsosaurus,Iguanidae,"San Bernardino County, California",-117.27,34.1,NA,NA,NA,120,NA,NA,110,NA,3.5,NA,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Mayhew 1971)
Dipsosaurus dorsalis,Dipsosaurus,Iguanidae,"USA, 1962-1964",-114.97,35.21,66.01,11.07,90,119.5,6.97,90,105,61,4.8,79,Oviparous,NA,1,0.22336594,Sit and wait,Temperate,Terrestrial,(Pianka 1971a)
Sauromalus ater,Sauromalus,Iguanidae,"San Bernardino County, Argus range",-117.29,34.11,NA,NA,NA,170,NA,NA,150,54,8.6,NA,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Berry 1974)
Heliobolus lugubris,Heliobolus,Lacertidae,"Africa, 1969-1970",21.25,-27.03,5.92,0.74,20,60.3,1.98,20,56,23,3.86,20,Oviparous,NA,1,0.146,Active,Temperate,Terrestrial,(Pianka et al. 1979)
Iberolacerta monticola,Iberolacerta,Lacertidae,"Sierra de Guadarrama, Segovia Province",-3.8,41,NA,NA,NA,NA,NA,NA,67.3,25.9,6.5,NA,Oviparous,1,1,NA,Active,Temperate,Terrestrial,(Elvira and Vigal 1985)
Ichnotropis squamulosa,Ichnotropis,Lacertidae,"Africa, 1969-1970",22.26,-27.25,NA,NA,NA,71,NA,NA,NA,29,4,2,Oviparous,NA,1,0.15,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Lacerta agilis,Lacerta,Lacertidae,United Kingdon,-1.55,53.8,NA,NA,NA,NA,NA,NA,55,25,9.5,NA,Oviparous,1,1,NA,Active,Temperate,Terrestrial,(Smith 1969)
Meroles anchietae,Merolis,Lacertidae,"Gobabeb, Nanibia",15.04,-23.56,NA,NA,NA,44,NA,NA,44,27,1.3,NA,Oviparous,3,2,0.138,Active,Temperate,Psammophilus,(Goldberg and Robinson 1979)
Meroles cuneirostris,Meroles,Lacertidae,"Gobabeb, Nanibia",15.04,-23.56,NA,NA,NA,49,NA,NA,NA,27.5,2.9,NA,Oviparous,2,2,0.137,Active,Temperate,Terrestrial,(Goldberg and Robinson 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa, 1969-1970",21.13,-27.11,5.51,0.903,108,60.1,2.92,110,51,26,4.23,107,Oviparous,NA,1,0.1961,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-A, 1969-1970",20.7,-27.34,5.49,0.706,12,61,1.65,12,51,26,4.333,12,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-B, 1969-1970",20.45,-27,6.567,1.365,6,63.33,1.966,6,51,26,5.333,6,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-D, 1969-1970",22.1,-27.4,4.543,0.796,7,56.14,3.237,7,51,26,4.14,7,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-G, 1969-1970",22.26,-28.21,5.457,0.476,7,59.71,3.352,7,51,26,3.86,7,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-L, 1969-1970",20.75,-26.35,5.517,0.407,6,60.63,1.923,8,51,26,4,8,Oviparous,1,1,0.199,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-R, 1969-1970",22.1,-28.24,5.562,0.88,45,59.6,2.562,45,51,26,4.267,45,Oviparous,1,1,0.1898,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Meroles suborbitalis,Meroles,Lacertidae,"Africa-X, 1969-1970",21.4,-27.34,5.315,0.872,16,60.5,2.85,16,51,26,4.125,16,Oviparous,1,1,NA,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Nucras tesselata,Nucras,Lacertidae,"Africa, 1969-1970",20.63,-26.9,NA,NA,NA,74.3,5.7,6,67,32,3.25,8,Oviparous,NA,1,0.158,Active,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa, 1969-1970",21.25,-27.03,5.21,0.63,40,60,2.21,40,56,19,6.73,40,Oviparous,NA,1,0.1873,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa-A, 1969-1970",20.7,-27.34,5.66,0.37,4,61.5,2.52,4,56,19,8.25,6,Oviparous,1,1,0.252,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa-D, 1969-1970",22.1,-27.4,4.57,0.98,3,59.3,0.58,3,56,19,6.67,3,Oviparous,1,1,0.182,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa-G, 1969-1970",22.26,-28.21,5.13,0.45,7,58.9,1.21,7,56,19,6.71,7,Oviparous,1,1,0.1743,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa-L, 1969-1970",20.75,-26.35,5.063,0.448,6,59.67,3.011,6,56,19,5.5,6,Oviparous,1,1,0.1482,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa-M, 1969-1970",19.84,-26.33,6.45,NA,1,64,NA,1,56,19,8,3,Oviparous,1,1,0.1969,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis lineoocellata,Pedioplanis,Lacertidae,"Africa-T, 1969-1970",22.26,-26.28,5.46,0.55,6,59.5,1.38,6,56,19,6.83,6,Oviparous,1,1,0.1735,Sit and wait,Temperate,Terrestrial,(Pianka et al. 1979)
Pedioplanis namaquensis,Pedioplanis,Lacertidae,"Africa, 1969-1970",21.4,-27.03,3.6,0.6,5,55.6,1.95,5,53,23,4,5,Oviparous,NA,1,0.1648,Active,Temperate,Terrestrial,(Pianka et al. 1979)
Podarcis tauricus,Podarcis,Lacertidae,"Kefalonia, Greece",20.57,38.18,NA,NA,NA,65,NA,NA,52,NA,5.6,NA,Oviparous,2,2,0.194,Active,Temperate,Terrestrial,(Chondropoulos and Lykakis 1983)
Takydromus tachydromoides,Takydromus,Lacertidae,"Mito, Ibaraki",140.47,36.37,NA,NA,NA,56,NA,NA,42,NA,4.2,NA,Oviparous,3,2,0.29,Active,Temperate,Saxicolous,(Takenaka 1980)
Takydromus tachydromoides,Takydromus,Lacertidae,"Honshu, Japan",138,36,NA,NA,NA,45.7,NA,NA,41,22,3.63,NA,Oviparous,3,2,0.3,Active,Temperate,Saxicolous,(Telford 1969)
Takydromus tachydromoides,Takydromus,Lacertidae,Kyoto,135.77,35.01,NA,NA,NA,53,NA,NA,40,NA,3.6,NA,Oviparous,3,2,NA,Active,Temperate,Saxicolous,(Tinkle et al. 1970)
